pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,24,24,32,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,25,25,43,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,26,26,28,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,27,27,8,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,28,28,24,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,29,29,13,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,30,30,16,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,31,31,29,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,32,32,30,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,33,33,1,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,34,34,41,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,35,35,21,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,36,36,5,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,37,37,11,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,38,38,17,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,39,39,4,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,40,40,33,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,41,41,18,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,42,42,12,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,43,43,3,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,44,44,34,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,45,45,39,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,46,46,44,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,0,47,47,37,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,0,48,34,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,1,49,41,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,2,50,6,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,3,51,7,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,4,52,26,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,5,53,36,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,6,54,14,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,7,55,32,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,8,56,17,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,9,57,40,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,10,58,47,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,11,59,44,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,12,60,3,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,13,61,33,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,14,62,9,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,15,63,10,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,16,64,18,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,17,65,28,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,18,66,8,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,19,67,0,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,20,68,31,1,1,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,21,69,43,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,22,70,42,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,23,71,20,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,24,72,29,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,25,73,15,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,26,74,2,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,27,75,35,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,28,76,11,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,29,77,46,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,30,78,45,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,31,79,16,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,32,80,21,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,33,81,39,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,34,82,13,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,35,83,19,1,1,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,36,84,38,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,37,85,1,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,38,86,30,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,39,87,27,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,40,88,5,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,41,89,12,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,42,90,24,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,43,91,23,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,family,2020-10-01_11h55.50.318,ANT,2020.1.3,MacIntel,60,,,,,,0,1,44,92,37,1,0.9,,,,,,,,,,
