pract_resp.keys,pract_resp.corr,pract_resp.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.3,,,,,,0,7,7,15,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.99247,,,,,,1.6,,,,,,0,8,8,6,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.4,,,,,,0,9,9,27,1
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.4,,,,,,0,10,10,46,1
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.55966,,,,,,1.2,,,,,,0,11,11,40,1
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.8,,,,,,0,12,12,41,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.7,,,,,,0,13,13,13,1
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.9,,,,,,0,14,14,42,1
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.3,,,,,,0,15,15,39,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.052185,,,,,,1.6,,,,,,0,16,16,0,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.539385,,,,,,1.1,,,,,,0,17,17,24,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.40246,,,,,,1.3,,,,,,0,18,18,17,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.613625,,,,,,1,,,,,,0,19,19,19,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.56886,,,,,,1,,,,,,0,20,20,31,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.9,,,,,,0,21,21,18,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.1,,,,,,0,22,22,35,1
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.5,,,,,,0,23,23,44,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.97174,,,,,,1.6,,,,,,0,24,24,8,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.046495,,,,,,1.6,,,,,,0,25,25,9,1
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.7,,,,,,0,26,26,47,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.118735,,,,,,1.6,,,,,,0,27,27,4,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.529495,,,,,,1.1,,,,,,0,28,28,26,1
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.251755,,,,,,1.3,,,,,,0,29,29,45,1
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.471605,,,,,,1.1,,,,,,0,30,30,43,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.1,,,,,,0,31,31,21,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.7,,,,,,0,32,32,28,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.2,,,,,,0,33,33,34,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.4,,,,,,0,34,34,22,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.6,,,,,,0,35,35,12,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.91556,,,,,,1.6,,,,,,0,36,36,1,1
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.2,,,,,,0,37,37,38,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.28217,,,,,,1.3,,,,,,0,38,38,32,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.848945,,,,,,1.6,,,,,,0,39,39,2,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.8,,,,,,0,40,40,29,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.2,,,,,,0,41,41,20,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.950605,,,,,,1.6,,,,,,0,42,42,3,1
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.3,,,,,,0,43,43,36,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.04119,,,,,,1.6,,,,,,0,44,44,7,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.6,,,,,,0,45,45,33,1
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.9,,,,,,0,46,46,37,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.5,,,,,,0,47,47,25,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.5,,,,,,1,0,48,25,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.101495,,,,,,1.6,,,,,,1,1,49,5,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,1,,,,,,1,2,50,19,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.97147,,,,,,1.6,,,,,,1,3,51,2,1
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.9,,,,,,1,4,52,42,1
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.324625,,,,,,1.3,,,,,,1,5,53,45,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,1.2,,,,,,1,6,54,16,1
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.571435,,,,,,1.2,,,,,,1,7,55,40,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.56277,,,,,,1.1,,,,,,1,8,56,26,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.4,,,,,,1,9,57,22,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.179755,,,,,,1.6,,,,,,1,10,58,4,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.951645,,,,,,1.6,,,,,,1,11,59,9,1
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.3,,,,,,1,12,60,36,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.11734,,,,,,1.6,,,,,,1,13,61,10,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.6,,,,,,1,14,62,33,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,1,,,,,,1,15,63,31,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.36986,,,,,,1.3,,,,,,1,16,64,32,1
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.9,,,,,,1,17,65,37,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.2,,,,,,1,18,66,20,1
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.4,,,,,,1,19,67,46,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.8,,,,,,1,20,68,29,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.1,,,,,,1,21,69,21,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,0,1.257505,,,,,,1.3,,,,,,1,22,70,17,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.4,,,,,,1,23,71,27,1
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.7,,,,,,1,24,72,47,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.1,,,,,,1,25,73,35,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.199195,,,,,,1.6,,,,,,1,26,74,11,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.97025,,,,,,1.6,,,,,,1,27,75,6,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.030275,,,,,,1.6,,,,,,1,28,76,3,1
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.51819,,,,,,1.1,,,,,,1,29,77,43,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.6,,,,,,1,30,78,12,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.7,,,,,,1,31,79,13,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.9,,,,,,1,32,80,18,1
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.3,,,,,,1,33,81,39,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.546755,,,,,,1.1,,,,,,1,34,82,24,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.572865,,,,,,1.2,,,,,,1,35,83,30,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.89624,,,,,,1.6,,,,,,1,36,84,7,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.3,,,,,,1,37,85,15,1
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.5,,,,,,1,38,86,44,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.894445,,,,,,1.6,,,,,,1,39,87,0,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.7,,,,,,1,40,88,28,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.023765,,,,,,1.6,,,,,,1,41,89,8,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.90549,,,,,,1.6,,,,,,1,42,90,1,1
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.8,,,,,,1,43,91,41,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.5,,,,,,1,44,92,14,1
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.2,,,,,,1,45,93,38,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.2,,,,,,1,46,94,34,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.8,,,,,,1,47,95,23,1
