pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,0,2,2,24,1
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.429365,,,,,,1.6,,,,,,0,3,3,10,1
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,0,4,4,29,1
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,0,5,5,34,1
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,0,6,6,20,1
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,0,7,7,46,1
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.081955,,,,,,1.6,,,,,,0,8,8,3,1
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,0,9,9,39,1
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,0,10,10,41,1
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1,,,,,,0,11,11,19,1
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,0,12,12,14,1
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.1868,,,,,,1.6,,,,,,0,13,13,8,1
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.2,,,,,,0,14,14,16,1
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,0,15,15,22,1
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.54659,,,,,,1.3,,,,,,0,16,16,45,1
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,0,17,17,38,1
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,0,18,18,25,1
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.214085,,,,,,1.6,,,,,,0,19,19,4,1
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.597895,,,,,,1.3,,,,,,0,20,20,17,1
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,0,21,21,27,1
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.2,,,,,,0,22,22,40,1
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.134985,,,,,,1.6,,,,,,0,23,23,7,1
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,0,24,24,37,1
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.1,,,,,,0,25,25,35,1
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,0,26,26,13,1
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.23722,,,,,,1.6,,,,,,0,27,27,11,1
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,0,28,28,47,1
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,0,29,29,15,1
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.077415,,,,,,1.6,,,,,,0,30,30,1,1
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.06098,,,,,,1.6,,,,,,0,31,31,9,1
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,0,32,32,18,1
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,0,33,33,36,1
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.3,,,,,,0,34,34,32,1
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,0,35,35,23,1
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,0,36,36,28,1
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.1,,,,,,0,37,37,21,1
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,0,1.26335,,,,,,1.6,,,,,,0,38,38,6,1
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,0,1.118515,,,,,,1.6,,,,,,0,39,39,2,1
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.6,,,,,,0,40,40,33,1
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,0,41,41,44,1
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.2,,,,,,0,42,42,30,1
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,0,43,43,42,1
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1,,,,,,0,44,44,31,1
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.192345,,,,,,1.6,,,,,,0,45,45,0,1
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,0,46,46,43,1
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.26233,,,,,,1.6,,,,,,0,47,47,5,1
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.1,,,,,,1,0,48,21,1
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,1,1,49,43,1
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,1,2,50,41,1
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,1,3,51,46,1
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.19937,,,,,,1.6,,,,,,1,4,52,8,1
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1,,,,,,1,5,53,19,1
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,1,6,54,39,1
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1,,,,,,1,7,55,31,1
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,1,8,56,22,1
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.466495,,,,,,1.6,,,,,,1,9,57,10,1
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,1,10,58,27,1
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,1,11,59,20,1
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.26978,,,,,,1.6,,,,,,1,12,60,7,1
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,1,13,61,28,1
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,1,14,62,37,1
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,1,15,63,15,1
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,1,16,64,25,1
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,1,17,65,29,1
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.6,,,,,,1,18,66,2,1
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.163825,,,,,,1.6,,,,,,1,19,67,0,1
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,1,20,68,23,1
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.033035,,,,,,1.6,,,,,,1,21,69,9,1
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.1,,,,,,1,22,70,35,1
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,1,23,71,44,1
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.2,,,,,,1,24,72,40,1
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.381705,,,,,,1.6,,,,,,1,25,73,6,1
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,1,26,74,13,1
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.182605,,,,,,1.6,,,,,,1,27,75,11,1
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,1,28,76,14,1
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.2,,,,,,1,29,77,16,1
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,1,30,78,34,1
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.3,,,,,,1,31,79,45,1
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,1,32,80,47,1
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.2,,,,,,1,33,81,30,1
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.6,,,,,,1,34,82,33,1
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,1,35,83,36,1
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.475215,,,,,,1.6,,,,,,1,36,84,4,1
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.6,,,,,,1,37,85,12,1
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.298055,,,,,,1.6,,,,,,1,38,86,1,1
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,1,39,87,18,1
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,1,40,88,42,1
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,1,41,89,26,1
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,1,42,90,24,1
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.35124,,,,,,1.6,,,,,,1,43,91,3,1
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.3,,,,,,1,44,92,17,1
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,1,45,93,38,1
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.3,,,,,,1,46,94,32,1
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.23105,,,,,,1.6,,,,,,1,47,95,5,1
